"agency","Year","Amount","Expenditure","country"
"UNDP","2016","6811750","6,811,750","Mauritania"
"FAO","2016","6805277.31","6,805,277","Zambia"
"ILO","2016","6797731","6,797,731","Myanmar"
"UNFPA","2016","6789482.78","6,789,483","Guatemala"
"FAO","2016","6771905.85","6,771,906","Malawi"
"UNDP","2016","6763866","6,763,866","Mongolia"
"UNWOMEN","2016","6751407","6,751,407","Occupied Palestinian Territory"
"ILO","2016","6731048","6,731,048","Viet Nam"
"UNDP","2016","6727971","6,727,971","Turkmenistan"
"UNHCR","2016","6721263.72","6,721,264","United States of America"
"UNICEF","2016","6705176.05","6,705,176","Djibouti"
"UNFPA","2016","6694638.2","6,694,638","Mali"
"ICAO","2016","6672197.452","6,672,197","Panama"
"UNOPS","2016","6659000","6,659,000","Burundi"
"UNICEF","2016","6605953.62","6,605,954","Libya"
"UNHCR","2016","6594775.85","6,594,776","Réunion"
"FAO","2016","6587352.57","6,587,353","Viet Nam"
"UNOPS","2016","6568000","6,568,000","Côte d'Ivoire"
"UNDP","2016","6550667","6,550,667","Equatorial Guinea"
"UNOPS","2016","6490000","6,490,000","Liberia"
"UNFPA","2016","6454975.63","6,454,976","Madagascar"
"UNOPS","2016","6451000","6,451,000","Sri Lanka"
"UNHCR","2016","6450902.89","6,450,903","Georgia"
"IOM","2016","6433603","6,433,603","Ghana"
"FAO","2016","6406234.63","6,406,235","Nepal"
"UNICEF","2016","6380049.3","6,380,049","Malaysia"
"FAO","2016","6375883.7","6,375,884","Ecuador"
"IOM","2016","6337106","6,337,106","Mali"
"IOM","2016","6329118","6,329,118","Canada"
"ILO","2016","6290229","6,290,229","Timor-Leste"
"UNIDO","2016","6219218.138","6,219,218","India"
"IOM","2016","6197900","6,197,900","Sierra Leone"
"UNDP","2016","6194311","6,194,311","Nicaragua"
"UNFPA","2016","6181548.49","6,181,548","Burundi"
"UNFPA","2016","6177155.45","6,177,155","Nepal"
"UNIDO","2016","6176085.063","6,176,085","Morocco"
"IOM","2016","6166325","6,166,325","Rwanda"
"WFP","2016","6158003.1","6,158,003","Congo"
"IOM","2016","6150358","6,150,358","Switzerland"
"UNWOMEN","2016","6126880","6,126,880","Kenya"
"UNDP","2016","6113685","6,113,685","Guyana"
"WFP","2016","6085142.59","6,085,143","Zambia"
"UN-HABITAT","2016","6050576.02","6,050,576","Congo (the Democratic Republic of the)"
"UNDP","2016","6012422","6,012,422","Trinidad and Tobago"
"FAO","2016","6005587.5","6,005,588","Côte d'Ivoire"
"WHO","2016","5991281","5,991,281","Côte d'Ivoire"
"WFP","2016","5912603.29","5,912,603","Ghana"
"IOM","2016","5882725","5,882,725","Morocco"
"FAO","2016","5880845.51","5,880,846","Indonesia"
"IOM","2016","5862948","5,862,948","Burundi"
"ILO","2016","5854047","5,854,047","Egypt"
"UNHCR","2016","5834472.14","5,834,472","Mexico"
"FAO","2016","5725305.27","5,725,305","Nigeria"
"UNICEF","2016","5679510.04","5,679,510","Morocco"
"UNHCR","2016","5662804.98","5,662,805","Costa Rica"
"FAO","2016","5660903.85","5,660,904","Bolivia (Plurinational State of)"
"WHO","2016","5646823","5,646,823","Zimbabwe"
"UNWOMEN","2016","5611858","5,611,858","Colombia"
"UNIDO","2016","5601731.119","5,601,731","Russian Federation"
"WHO","2016","5570394","5,570,394","Ghana"
"UNOPS","2016","5555000","5,555,000","Sierra Leone"
"FAO","2016","5527353.3","5,527,353","Brazil"
"UNICEF","2016","5518132.7","5,518,133","Peru"
"UNFPA","2016","5513931.85","5,513,932","Central African Republic"
"UNHCR","2016","5499559","5,499,559","Ghana"
"FAO","2016","5466211.82","5,466,212","Mexico"
"UNIDO","2016","5448413.776","5,448,414","Egypt"
"UNHCR","2016","5448275.99","5,448,276","Malawi"
"WHO","2016","5404954","5,404,954","Mozambique"
"UNDP","2016","5400030","5,400,030","Algeria"
"UNICEF","2016","5375130.39","5,375,130","Barbados"
"UNICEF","2016","5374931.76","5,374,932","Mongolia"
"UNHCR","2016","5335040.68","5,335,041","Brazil"
"IOM","2016","5333101","5,333,101","Viet Nam"
"UNDP","2016","5312105","5,312,105","Solomon Islands"
"IOM","2016","5304661","5,304,661","Macedonia (the former Yugoslav Republic of)"
"UNOPS","2016","5280000","5,280,000","Ethiopia"
"UNDP","2016","5277858","5,277,858","United Arab Emirates"
"UNICEF","2016","5262471.74","5,262,472","Gambia"
"WHO","2016","5256832","5,256,832","Zambia"
"ICAO","2016","5204033.316","5,204,033","Peru"
"IOM","2016","5163825","5,163,825","Australia"
"UNIDO","2016","5162528.933","5,162,529","Ethiopia"
"WHO","2016","5140953","5,140,953","Libya"
"UNDP","2016","5125035","5,125,035","Maldives"
"UNHCR","2016","5085717.18","5,085,717","Albania"
"IOM","2016","5073119","5,073,119","Costa Rica"
"UNICEF","2016","5069428.6","5,069,429","Bhutan"
"UNOPS","2016","5044000","5,044,000","Syrian Arab Republic"
"UNICEF","2016","5017227.11","5,017,227","Georgia"
"UN-HABITAT","2016","5001363.56","5,001,364","Saudi Arabia"
"UNICEF","2016","4999529.4","4,999,529","Uzbekistan"
"UNWOMEN","2016","4994845","4,994,845","Mali"
"UNHCR","2016","4989617.29","4,989,617","India"
"IOM","2016","4970705","4,970,705","Papua New Guinea"
"UNIDO","2016","4927343.253","4,927,343","Arab States"
"FAO","2016","4923575.18","4,923,575","Lebanon"
"UNWOMEN","2016","4920257","4,920,257","Tanzania, United Republic of"
"ILO","2016","4895159","4,895,159","Indonesia"
"FAO","2016","4891318.34","4,891,318","Lesotho"
"UNICEF","2016","4871207.64","4,871,208","Swaziland"
"UNFPA","2016","4863327.26","4,863,327","Benin"
"UNFPA","2016","4858886.39","4,858,886","Rwanda"
"UNICEF","2016","4834908.2","4,834,908","Romania"
"UNOPS","2016","4829000","4,829,000","Colombia"
"UNICEF","2016","4805040.51","4,805,041","Namibia"
"UNOPS","2016","4747000","4,747,000","Cambodia"
"UNDP","2016","4660751","4,660,751","Jamaica"
"ILO","2016","4634080","4,634,080","Jordan"
"FAO","2016","4625888.3","4,625,888","Angola"
"UNHCR","2016","4624076.05","4,624,076","Zimbabwe"
"UNIDO","2016","4619154.634","4,619,155","Iraq"
"UNFPA","2016","4614078","4,614,078","Haiti"
"UNICEF","2016","4612987.59","4,612,988","Iran (Islamic Republic of)"
"UNICEF","2016","4608641.42","4,608,641","Bosnia and Herzegovina"
"IOM","2016","4601928","4,601,928","Chile"
"UNICEF","2016","4595129.2","4,595,129","Albania"
"FAO","2016","4591701.3","4,591,701","China"
"UNWOMEN","2016","4579856","4,579,856","South Sudan"
"FAO","2016","4573530.63","4,573,531","Burundi"
"UNFPA","2016","4569508.5","4,569,509","Viet Nam"
"UNICEF","2016","4561153.56","4,561,154","Honduras"
"IOM","2016","4553795","4,553,795","Senegal"
"UNWOMEN","2016","4550838","4,550,838","Uganda"
"UNIDO","2016","4542947.897","4,542,948","Viet Nam"
"UNDP","2016","4541715","4,541,715","Lesotho"
"UNHCR","2016","4526240.53","4,526,241","Morocco"
"UNFPA","2016","4523543.24","4,523,543","Ghana"
"UNICEF","2016","4518102.14","4,518,102","Macedonia (the former Yugoslav Republic of)"
"UNWOMEN","2016","4507125","4,507,125","Somalia"
"UNDP","2016","4485207","4,485,207","Botswana"
"UN-HABITAT","2016","4458043.25","4,458,043","Occupied Palestinian Territory"
"UNICEF","2016","4441607.94","4,441,608","Paraguay"
"FAO","2016","4432669.87","4,432,670","Saudi Arabia"
"UNFPA","2016","4418368.9","4,418,369","Egypt"
"UNWOMEN","2016","4417368","4,417,368","Congo (the Democratic Republic of the)"
"UNU","2016","4407691","4,407,691","Netherlands"
"UNHCR","2016","4389236.24","4,389,236","Indonesia"
"UNIDO","2016","4384975.68","4,384,976","Pakistan"
"UNOPS","2016","4383000","4,383,000","Italy"
"FAO","2016","4364409.22","4,364,409","Niger"
"UNOPS","2016","4348000","4,348,000","Maldives"
"UNDP","2016","4347595","4,347,595","Democratic People's Republic of Korea"
"WHO","2016","4340072","4,340,072","Benin"
"UNHCR","2016","4308014.99","4,308,015","Russian Federation"
"ILO","2016","4237917","4,237,917","Tunisia"
"ILO","2016","4237426","4,237,426","Zambia"
"UNFPA","2016","4232407.08","4,232,407","Mongolia"
"WHO","2016","4227091","4,227,091","Sri Lanka"
"WHO","2016","4215010","4,215,010","Namibia"
"UNIDO","2016","4160347.835","4,160,348","Côte d'Ivoire"
"FAO","2016","4152371.71","4,152,372","Djibouti"
"ILO","2016","4144193","4,144,193","Somalia"
"WFP","2016","4087917.82","4,087,918","Iran (Islamic Republic of)"
"UNFPA","2016","4086413.47","4,086,413","Honduras"
"WFP","2016","4069229.69","4,069,230","Armenia"
"ILO","2016","4040226","4,040,226","Tanzania, United Republic of"
"UNHCR","2016","4040080.85","4,040,081","Hungary"
"UNWOMEN","2016","4039948","4,039,948","Zimbabwe"
"UNFPA","2016","4030795.61","4,030,796","Indonesia"
"UNICEF","2016","3998810.71","3,998,811","Kazakhstan"
"IOM","2016","3977325","3,977,325","Belarus"
"IOM","2016","3954934","3,954,934","Mozambique"
"UNIDO","2016","3939163.201","3,939,163","Tanzania, United Republic of"
"FAO","2016","3936725.34","3,936,725","Turkey"
"WHO","2016","3894233","3,894,233","Timor-Leste"
"UNICEF","2016","3887391.09","3,887,391","Dominican Republic"
"UNICEF","2016","3869184.27","3,869,184","Guyana"
"UNOPS","2016","3868000","3,868,000","Tunisia"
"UNDP","2016","3867460","3,867,460","Barbados"
"FAO","2016","3865937.98","3,865,938","Tunisia"
"IOM","2016","3865322","3,865,322","Georgia"
"UNICEF","2016","3863777.86","3,863,778","Armenia"
"FAO","2016","3817714.98","3,817,715","Philippines"
"ICAO","2016","3817588.567","3,817,589","Saudi Arabia"
"WHO","2016","3739651","3,739,651","Thailand"
"UNFPA","2016","3729866.92","3,729,867","Angola"
"UNOPS","2016","3710000","3,710,000","Paraguay"
"UNHCR","2016","3706410.3","3,706,410","Venezuela (Bolivarian Republic of)"
"FAO","2016","3706262.19","3,706,262","Mongolia"
"ILO","2016","3705700","3,705,700","Ethiopia"
"FAO","2016","3700290.55","3,700,291","Arab States"
"ICAO","2016","3693416.987","3,693,417","Costa Rica"
"UNHCR","2016","3693226.53","3,693,227","Tunisia"
"UN-HABITAT","2016","3687097.71","3,687,098","Sri Lanka"
"UNWOMEN","2016","3685411","3,685,411","Nigeria"
"UNWOMEN","2016","3678340","3,678,340","Papua New Guinea"
"ILO","2016","3668705","3,668,705","Colombia"
"IOM","2016","3666888","3,666,888","Serbia"
"UNICEF","2016","3666360.5","3,666,361","Algeria"
"UNWOMEN","2016","3623975","3,623,975","Liberia"
"UNFPA","2016","3621438.34","3,621,438","Lao People's Democratic Republic"
"FAO","2016","3617936.41","3,617,936","Cameroon"
"UNIDO","2016","3612728.107","3,612,728","Indonesia"
"ILO","2016","3611783","3,611,783","Haiti"
"WHO","2016","3609235","3,609,235","Malawi"
"UNHCR","2016","3607787.23","3,607,787","Belgium"
"FAO","2016","3607155.41","3,607,155","Sierra Leone"
"FAO","2016","3603222.61","3,603,223","Georgia"
"UNOPS","2016","3600000","3,600,000","Thailand"
"UNHCR","2016","3596437.82","3,596,438","Eritrea"
"UNFPA","2016","3591059.27","3,591,059","Togo"
"UNFPA","2016","3573750.3","3,573,750","Lebanon"
"IOM","2016","3562095","3,562,095","Republic of Moldova"
"UNICEF","2016","3558918.4","3,558,918","Uruguay"
"UNHCR","2016","3543553.91","3,543,554","Croatia"
"FAO","2016","3526605.82","3,526,606","Barbados"
"UNOPS","2016","3498000","3,498,000","Western Sahara"
"UNDP","2016","3497816","3,497,816","Swaziland"
"WHO","2016","3496477","3,496,477","Senegal"
"UNHCR","2016","3479332.12","3,479,332","Kosovo"
"UNHCR","2016","3462138.64","3,462,139","Guinea"
"UNOPS","2016","3447000","3,447,000","Belgium"
"UNFPA","2016","3442540.18","3,442,540","Occupied Palestinian Territory"
"UNIDO","2016","3439467.458","3,439,467","Mexico"
"UNHCR","2016","3438675.35","3,438,675","Sweden"
"UNFPA","2016","3412753.99","3,412,754","Cambodia"
"UNHCR","2016","3399666.85","3,399,667","Saudi Arabia"
"WHO","2016","3390291","3,390,291","Djibouti"
"IOM","2016","3385950","3,385,950","Panama"
"UNFPA","2016","3383856.9","3,383,857","Colombia"
"WFP","2016","3383426.55","3,383,427","Bolivia (Plurinational State of)"
"FAO","2016","3374146.61","3,374,147","Guinea"
"UNHCR","2016","3357372.33","3,357,372","Sri Lanka"
"UNWOMEN","2016","3323199","3,323,199","Viet Nam"
"WFP","2016","3322843.96","3,322,844","Timor-Leste"
"WFP","2016","3320510.82","3,320,511","Fiji"
"WHO","2016","3307984","3,307,984","Bhutan"
"UNWOMEN","2016","3302380","3,302,380","Nepal"
"FAO","2016","3294296.58","3,294,297","Senegal"
"FAO","2016","3288285.39","3,288,285","United States of America"
"WHO","2016","3269244","3,269,244","Republic of Moldova"
"ILO","2016","3265493","3,265,493","Cambodia"
"FAO","2016","3262884.05","3,262,884","Papua New Guinea"
"UNHCR","2016","3255341.04","3,255,341","Argentina"
"UNHCR","2016","3252589","3,252,589","Kazakhstan"
"WHO","2016","3247997","3,247,997","Tajikistan"
"UNICEF","2016","3244627.17","3,244,627","Kosovo"
"WHO","2016","3237176","3,237,176","Mauritania"
"FAO","2016","3216638.24","3,216,638","Panama"
"UNWOMEN","2016","3215296","3,215,296","Ethiopia"
"UNFPA","2016","3212264.26","3,212,264","Bolivia (Plurinational State of)"
"UN-HABITAT","2016","3200653.5","3,200,654","Syrian Arab Republic"
"IOM","2016","3198638","3,198,638","Honduras"
"UNICEF","2016","3166085.6","3,166,086","Croatia"
"UNFPA","2016","3161795.5","3,161,796","Congo"
"UNFPA","2016","3160782.64","3,160,783","Mauritania"
"IOM","2016","3159129","3,159,129","United Kingdom of Great Britain and Northern Ireland"
"UNICEF","2016","3152937.59","3,152,938","Equatorial Guinea"
"UNU","2016","3136683","3,136,683","Malaysia"
"WHO","2016","3110337","3,110,337","Guinea-Bissau"
"WHO","2016","3110086","3,110,086","Mongolia"
"UN-HABITAT","2016","3103054.14","3,103,054","Pakistan"
"UNICEF","2016","3095355.8","3,095,356","Gabon"
"UNDP","2016","3087151","3,087,151","Bahrain"
"UNFPA","2016","3075186.59","3,075,187","Ukraine"
"UNU","2016","3066274","3,066,274","China, Macao Special Administrative Region"
"FAO","2016","3051610.3","3,051,610","Guatemala"
"UNWOMEN","2016","3037142","3,037,142","Guatemala"
"UNICEF","2016","3032478.28","3,032,478","Bulgaria"
"UNICEF","2016","3018200.28","3,018,200","Tunisia"
"WFP","2016","3005450.58","3,005,451","Benin"
"UNIDO","2016","3003555.22","3,003,555","Armenia"
"UN-HABITAT","2016","3000658.52","3,000,659","Sudan"
"UNAIDS","2016","3000355.13","3,000,355","Myanmar"
"UNICEF","2016","2996529.77","2,996,530","Nicaragua"
"FAO","2016","2995552.38","2,995,552","Samoa"
"UNIDO","2016","2993032.584","2,993,033","Tunisia"
"FAO","2016","2983921.63","2,983,922","Morocco"
"IOM","2016","2983632","2,983,632","Mauritania"
"UNWOMEN","2016","2963407","2,963,407","Pakistan"
"UNDP","2016","2946922","2,946,922","Suriname"
"UNDP","2016","2945878","2,945,878","Croatia"
"WHO","2016","2918370","2,918,370","Congo"
"UNHCR","2016","2896850.1","2,896,850","Mozambique"
"UNICEF","2016","2889595.92","2,889,596","El Salvador"
"UNWOMEN","2016","2876729.04","2,876,729","Malawi"
"UNWOMEN","2016","2866223","2,866,223","Iraq"
"FAO","2016","2854902.97","2,854,903","Cambodia"
"WHO","2016","2847679","2,847,679","Rwanda"
"FAO","2016","2840376.46","2,840,376","Democratic People's Republic of Korea"
"UNFPA","2016","2827327.63","2,827,328","China"
"UNIDO","2016","2806606.527","2,806,607","Turkey"
"UNHCR","2016","2788146.26","2,788,146","Israel"
"UNICEF","2016","2786872.48","2,786,872","Cuba"
"WHO","2016","2781399","2,781,399","Uzbekistan"
"UNHCR","2016","2745725.42","2,745,725","France"
"WHO","2016","2733128","2,733,128","Solomon Islands"
"WHO","2016","2722847","2,722,847","Russian Federation"
"WFP","2016","2715669.05","2,715,669","Peru"
"UNFPA","2016","2714566.12","2,714,566","Guinea-Bissau"
"ICAO","2016","2709236.581","2,709,237","Namibia"
"IOM","2016","2706014","2,706,014","Tajikistan"
"IOM","2016","2701749","2,701,749","Zambia"
"UNWOMEN","2016","2696594","2,696,594","Kyrgyzstan"
"WFP","2016","2696144.66","2,696,145","India"
"IOM","2016","2692982","2,692,982","Cambodia"
"IOM","2016","2691120","2,691,120","Kazakhstan"
"IOM","2016","2684603","2,684,603","Bosnia and Herzegovina"
"UNOPS","2016","2673000","2,673,000","Costa Rica"
"UNICEF","2016","2655219.21","2,655,219","Saudi Arabia"
"WHO","2016","2653214","2,653,214","Togo"
"WHO","2016","2636939","2,636,939","Burundi"
"UNFPA","2016","2628017.28","2,628,017","Timor-Leste"
"IOM","2016","2627571","2,627,571","Zimbabwe"
"FAO","2016","2612456.78","2,612,457","Lao People's Democratic Republic"
"UNDP","2016","2607022","2,607,022","Gabon"
"UNHCR","2016","2603048.61","2,603,049","Armenia"
"UNOPS","2016","2593000","2,593,000","China"
"UNICEF","2016","2583288.33","2,583,288","Venezuela (Bolivarian Republic of)"
"UNHCR","2016","2566939.45","2,566,939","Japan"
"UNIDO","2016","2566231.328","2,566,231","Thailand"
"UNOPS","2016","2559000","2,559,000","Libya"
"UNIDO","2016","2549762.531","2,549,763","Bangladesh"
"ILO","2016","2545282","2,545,282","Pakistan"
"UNICEF","2016","2533447.49","2,533,447","Belize"
"FAO","2016","2529558.43","2,529,558","Gambia"
"FAO","2016","2523389.82","2,523,390","Rwanda"
"UNIDO","2016","2522830.785","2,522,831","Iran (Islamic Republic of)"
"UNFPA","2016","2517504.91","2,517,505","Brazil"
"IOM","2016","2511432","2,511,432","Mexico"
"FAO","2016","2511376.99","2,511,377","El Salvador"
"UNOPS","2016","2509000","2,509,000","Ukraine"
"UNIDO","2016","2507233.023","2,507,233","Myanmar"
"UNICEF","2016","2507001.55","2,507,002","Jamaica"
"IOM","2016","2502134","2,502,134","Venezuela (Bolivarian Republic of)"
"UNDP","2016","2499955","2,499,955","Belize"
"UNWOMEN","2016","2490408","2,490,408","Côte d'Ivoire"
"UNOPS","2016","2487000","2,487,000","Argentina"
"WFP","2016","2485248.17","2,485,248","Gambia"
"FAO","2016","2475338.71","2,475,339","Kyrgyzstan"
"UNICEF","2016","2465533.96","2,465,534","Republic of Moldova"
"UNOPS","2016","2462000","2,462,000","Ghana"
"UNHCR","2016","2458524.87","2,458,525","United Arab Emirates"
"WHO","2016","2436425","2,436,425","Eritrea"
"UNAIDS","2016","2420496.28","2,420,496","Nigeria"
"WFP","2016","2416861.65","2,416,862","Indonesia"
"UNHCR","2016","2410222.39","2,410,222","Azerbaijan"
"WHO","2016","2406192","2,406,192","Gabon"
"WHO","2016","2403281","2,403,281","Jordan"
"UNOPS","2016","2394000","2,394,000","Mexico"
"UNWOMEN","2016","2373448","2,373,448","Mozambique"
"FAO","2016","2371406.87","2,371,407","Liechtenstein"
"IOM","2016","2369305","2,369,305","Djibouti"
"UNHCR","2016","2339281.8","2,339,282","United Kingdom of Great Britain and Northern Ireland"
"ILO","2016","2330921","2,330,921","Nepal"
"UNIDO","2016","2327432.207","2,327,432","Mozambique"
"UNHCR","2016","2306315.59","2,306,316","China"
"UNDP","2016","2306126","2,306,126","Cook Islands"
"UNFPA","2016","2304980.32","2,304,980","Democratic People's Republic of Korea"
"UNIDO","2016","2278301.328","2,278,301","Sudan"
"FAO","2016","2277964.6","2,277,965","Tanzania, United Republic of"
"FAO","2016","2265308.37","2,265,308","Liberia"
"WHO","2016","2261560","2,261,560","Kyrgyzstan"
"ITU","2016","2250349.268","2,250,349","Brazil"
"UNFPA","2016","2237579.48","2,237,579","Equatorial Guinea"
"UNHCR","2016","2231893.53","2,231,894","Botswana"
"UNFPA","2016","2187585.83","2,187,586","Eritrea"
"UNOPS","2016","2187000","2,187,000","Senegal"
"UNFPA","2016","2173225.39","2,173,225","El Salvador"
"UNIDO","2016","2166026.59","2,166,027","South Sudan"
"UNOPS","2016","2166000","2,166,000","Yemen"
"FAO","2016","2149827.96","2,149,828","Serbia"
"UNICEF","2016","2134555.9","2,134,556","Montenegro"
"UNU","2016","2131514","2,131,514","Ghana"
"UNHCR","2016","2129732.68","2,129,733","Togo"
"WFP","2016","2114144.9","2,114,145","Dominican Republic"
"UNICEF","2016","2113126.32","2,113,126","Botswana"
"WHO","2016","2111318","2,111,318","Iran (Islamic Republic of)"
"UNICEF","2016","2108377.87","2,108,378","Panama"
"UNHCR","2016","2094365.2","2,094,365","Angola"
"IOM","2016","2082529","2,082,529","Spain"
"UNHCR","2016","2074439.06","2,074,439","Philippines"
"UNWOMEN","2016","2073976","2,073,976","Cameroon"
"UNICEF","2016","2065659.61","2,065,660","Cabo Verde"
"UNFPA","2016","2064517.96","2,064,518","Lesotho"
"FAO","2016","2061724.34","2,061,724","Namibia"
"UN-HABITAT","2016","2061579.15","2,061,579","Egypt"
"ILO","2016","2060874","2,060,874","Philippines"
"UNIDO","2016","2060062.678","2,060,063","Lebanon"
"FAO","2016","2059422.19","2,059,422","Argentina"
"ILO","2016","2057152","2,057,152","Afghanistan"
"ILO","2016","2044923","2,044,923","Sri Lanka"
"UNICEF","2016","2025601.51","2,025,602","Costa Rica"
"UNICEF","2016","2022071","2,022,071","Azerbaijan"
"FAO","2016","2018365.32","2,018,365","Timor-Leste"
"FAO","2016","2009607.61","2,009,608","Jordan"
"UNHCR","2016","2008673.35","2,008,673","Slovenia"
"UN-HABITAT","2016","2003948.95","2,003,949","Lebanon"
"UNIDO","2016","1999102.782","1,999,103","Colombia"
"UNIDO","2016","1997770.586","1,997,771","Cameroon"
"WHO","2016","1980568","1,980,568","Equatorial Guinea"
"IOM","2016","1976648","1,976,648","Iran (Islamic Republic of)"
"WHO","2016","1968601","1,968,601","Maldives"
"UNIDO","2016","1960313.734","1,960,314","Ukraine"
"UNWOMEN","2016","1956691","1,956,691","Republic of Moldova"
"UNWOMEN","2016","1951438","1,951,438","Timor-Leste"
"UNHCR","2016","1948814.47","1,948,814","Germany"
"IOM","2016","1945270","1,945,270","Cameroon"
"UNAIDS","2016","1937523.33","1,937,523","India"
"UNHCR","2016","1935494.46","1,935,494","Montenegro"
"WHO","2016","1934985","1,934,985","Vanuatu"
"UNOPS","2016","1934000","1,934,000","Guatemala"
"UNICEF","2016","1931195.05","1,931,195","Turkmenistan"
"WHO","2016","1924223","1,924,223","Gambia"
"IOM","2016","1923682","1,923,682","China"
"UNDP","2016","1918408","1,918,408","Grenada"
"UNAIDS","2016","1918343.5","1,918,344","Congo (the Democratic Republic of the)"
"ICAO","2016","1908198.892","1,908,199","Arab States"
"UNHCR","2016","1890186.27","1,890,186","Spain"
"ILO","2016","1883477","1,883,477","Turkey"
"UNWOMEN","2016","1882363","1,882,363","Bangladesh"
"UNFPA","2016","1881421.81","1,881,422","Swaziland"
"UNFPA","2016","1874680.57","1,874,681","Namibia"
"WFP","2016","1871962.26","1,871,962","Cuba"
"UNWOMEN","2016","1870121.98","1,870,122","Albania"
"UNHCR","2016","1868869.65","1,868,870","Romania"
"WHO","2016","1859045","1,859,045","Swaziland"
"UNOPS","2016","1856000","1,856,000","Honduras"
"UNFPA","2016","1840745.39","1,840,745","Mexico"
"FAO","2016","1835891.38","1,835,891","India"
"UNIDO","2016","1809358.305","1,809,358","Senegal"
"UNFPA","2016","1808430.73","1,808,431","Iran (Islamic Republic of)"
"IOM","2016","1794450","1,794,450","Marshall Islands"
"UNFPA","2016","1765508.6","1,765,509","Tajikistan"
"UNHCR","2016","1762824.63","1,762,825","Haiti"
"UNHCR","2016","1761878.77","1,761,879","Australia"
"UNFPA","2016","1760437.39","1,760,437","Gambia"
"WHO","2016","1754996","1,754,996","Kazakhstan"
"ILO","2016","1739891","1,739,891","Uzbekistan"
"ILO","2016","1738673","1,738,673","Uganda"
"UNWOMEN","2016","1729805.96","1,729,806","Lebanon"
"UNIDO","2016","1727440.931","1,727,441","Cambodia"
"UNHCR","2016","1724027.61","1,724,028","Tajikistan"
"UNHCR","2016","1714517.42","1,714,517","Kyrgyzstan"
"IOM","2016","1712274","1,712,274","Tunisia"
"WHO","2016","1705580","1,705,580","Fiji"
"FAO","2016","1701885.4","1,701,885","Peru"
"UNIDO","2016","1668509.864","1,668,510","Liberia"
"UNHCR","2016","1668016.7","1,668,017","Bulgaria"
"UNWOMEN","2016","1667246","1,667,246","Haiti"
"UNIDO","2016","1664267.887","1,664,268","Cabo Verde"
"UNWOMEN","2016","1659742","1,659,742","Georgia"
"ILO","2016","1656594","1,656,594","Peru"
"FAO","2016","1656138.18","1,656,138","Cabo Verde"
"UNICEF","2016","1655212.3","1,655,212","Maldives"
"UNU","2016","1654476","1,654,476","Canada"
"UNHCR","2016","1645905.26","1,645,905","Dominican Republic"
"WHO","2016","1645384","1,645,384","Morocco"
"UNFPA","2016","1640124.58","1,640,125","Libya"
"UNAIDS","2016","1639890.86","1,639,891","Kenya"
"UNAIDS","2016","1637353.15","1,637,353","Malawi"
"UNAIDS","2016","1624997.13","1,624,997","Zimbabwe"
"UNICEF","2016","1608733.25","1,608,733","Belarus"
"UNWOMEN","2016","1605400","1,605,400","Burundi"
"UNOPS","2016","1604000","1,604,000","Saint Lucia"
"UNFPA","2016","1592697.75","1,592,698","Nicaragua"
"IOM","2016","1591062","1,591,062","Malawi"
"UNWOMEN","2016","1587780","1,587,780","Sierra Leone"
"FAO","2016","1571835.62","1,571,836","Honduras"
"UNFPA","2016","1568613.51","1,568,614","Uruguay"
"IOM","2016","1561460","1,561,460","Romania"
"IOM","2016","1559380","1,559,380","Slovakia"
"UNIDO","2016","1554042.636","1,554,043","Kenya"
"ILO","2016","1552608","1,552,608","Brazil"
"FAO","2016","1543732.78","1,543,733","Paraguay"
"IOM","2016","1542106","1,542,106","Paraguay"
"WHO","2016","1538389","1,538,389","Tunisia"
"FAO","2016","1536800.26","1,536,800","Guinea-Bissau"
"UNAIDS","2016","1534469.65","1,534,470","Tanzania, United Republic of"
"UNIDO","2016","1533140.063","1,533,140","Zambia"
"WFP","2016","1528715.95","1,528,716","Paraguay"
"WHO","2016","1526088","1,526,088","Samoa"
"UNHCR","2016","1515967.25","1,515,967","Republic of Korea"
"UNDP","2016","1503204","1,503,204","Romania"
"UNICEF","2016","1502135.25","1,502,135","Oman"
"WHO","2016","1501528","1,501,528","Algeria"
"ILO","2016","1494269","1,494,269","Madagascar"
"UNFPA","2016","1490713.22","1,490,713","Ecuador"
"UNWOMEN","2016","1486081","1,486,081","Cambodia"
"UNOPS","2016","1481000","1,481,000","Jamaica"
"UNIDO","2016","1480621.308","1,480,621","Madagascar"
"IOM","2016","1474627","1,474,627","Ireland"
"IOM","2016","1472687","1,472,687","Dominican Republic"
"UNICEF","2016","1467046.32","1,467,046","Sao Tome and Principe"
"FAO","2016","1466250.56","1,466,251","Mauritania"
"ILO","2016","1457141","1,457,141","El Salvador"
"UNOPS","2016","1456000","1,456,000","Bangladesh"
"UNIDO","2016","1454669.289","1,454,669","Uruguay"
"IOM","2016","1449244","1,449,244","Fiji"
"UNIDO","2016","1447181.213","1,447,181","Congo (the Democratic Republic of the)"
"FAO","2016","1435915.13","1,435,915","Eritrea"
"FAO","2016","1429964.27","1,429,964","Equatorial Guinea"
"WHO","2016","1429761","1,429,761","Turkmenistan"
"IOM","2016","1423522","1,423,522","France"
"UNOPS","2016","1410000","1,410,000","Turkey"
"UNFPA","2016","1406994.72","1,406,995","Botswana"
"UNHCR","2016","1399336.46","1,399,336","Canada"
