"agency","Year","Amount","Expenditure","country"
"UNICEF","2018","8560908.24","8,560,908","Ecuador"
"WHO","2018","8553839","8,553,839","Ukraine"
"ILO","2018","8483849","8,483,849","Turkey"
"IOM","2018","8475499","8,475,499","Viet Nam"
"UNDP","2018","8457065","8,457,065","Gambia (the)"
"UNFPA","2018","8448325.23","8,448,325","Chad"
"WHO","2018","8434128","8,434,128","Viet Nam"
"UNICEF","2018","8425983.86","8,425,984","Honduras"
"UNDP","2018","8418279","8,418,279","Solomon Islands"
"FAO","2018","8404452.23","8,404,452","Lebanon"
"UNICEF","2018","8395046.6","8,395,047","Sri Lanka"
"PAHO","2018","8385768","8,385,768","Peru"
"UNICEF","2018","8360531.32","8,360,531","Tajikistan"
"WFP","2018","8343625","8,343,625","Sierra Leone"
"IOM","2018","8338112","8,338,112","Austria"
"UNOPS","2018","8323857.452","8,323,857","Spain"
"UNWOMEN","2018","8303050.97","8,303,051","Afghanistan"
"UN","2018","8160914.09","8,160,914","Ukraine"
"UNICEF","2018","8158863.3","8,158,863","Gambia (the)"
"WHO","2018","8079255","8,079,255","Mali"
"WHO","2018","8077799","8,077,799","Liberia"
"WHO","2018","8070764","8,070,764","Madagascar"
"FAO","2018","8007783.17","8,007,783","Viet Nam"
"UNFPA","2018","7982004.11","7,982,004","Burkina Faso"
"UNDP","2018","7959481","7,959,481","Bhutan"
"UNDP","2018","7956421","7,956,421","Costa Rica"
"UNOPS","2018","7922327.062","7,922,327","Ukraine"
"PAHO","2018","7896017","7,896,017","Colombia"
"IOM","2018","7888691","7,888,691","Nepal"
"UNIDO","2018","7879208.658","7,879,209","Ethiopia"
"UNDP","2018","7878939","7,878,939","Ghana"
"UN","2018","7873832.47","7,873,832","Gabon"
"UNFPA","2018","7868037.15","7,868,037","Nepal"
"UNICEF","2018","7857866.7","7,857,867","Morocco"
"WHO","2018","7829805","7,829,805","Tanzania, United Republic of"
"FAO","2018","7806506.27","7,806,506","Syrian Arab Republic"
"WHO","2018","7805816","7,805,816","Lao People's Democratic Republic (the)"
"ILO","2018","7753770","7,753,770","Nepal"
"UNOPS","2018","7743558.461","7,743,558","Syrian Arab Republic"
"WHO","2018","7693593","7,693,593","Guinea"
"UNHCR","2018","7667246.003","7,667,246","Belgium"
"UNFPA","2018","7666324.67","7,666,325","India"
"UNDP","2018","7659076","7,659,076","Algeria"
"UNWOMEN","2018","7656875.86","7,656,876","Colombia"
"IOM","2018","7638552","7,638,552","Morocco"
"UNSSC","2018","7631376","7,631,376","Italy"
"UNIDO","2018","7523495.9","7,523,496","Nigeria"
"UNDP","2018","7488948","7,488,948","Mauritius"
"UNFPA","2018","7481002.68","7,481,003","Côte d'Ivoire"
"UNDP","2018","7470096","7,470,096","Belarus"
"DPKO","2018","7465368.07","7,465,368","United States of America (the)"
"PAHO","2018","7426356","7,426,356","Bolivia (Plurinational State of)"
"IOM","2018","7412460","7,412,460","Guinea"
"FAO","2018","7401267","7,401,267","Panama"
"UNDP","2018","7373232","7,373,232","Botswana"
"FAO","2018","7362568.42","7,362,568","Mexico"
"UNFPA","2018","7352850.11","7,352,850","Guinea"
"UNWOMEN","2018","7349194.95","7,349,195","Jordan"
"FAO","2018","7336456.58","7,336,457","Indonesia"
"UNFPA","2018","7334985.67","7,334,986","Liberia"
"UNFPA","2018","7312008.24","7,312,008","Egypt"
"UNDP","2018","7307477","7,307,477","Thailand"
"UNICEF","2018","7294871.4","7,294,871","Uzbekistan"
"UNICEF","2018","7221964.06","7,221,964","Timor-Leste"
"WFP","2018","7198096.06","7,198,096","Nicaragua"
"UNOPS","2018","7181243.421","7,181,243","Ethiopia"
"UNOPS","2018","7175671.18","7,175,671","Pakistan"
"UNHCR","2018","7152243.139","7,152,243","Malawi"
"UNHCR","2018","7149848.612","7,149,849","Liberia"
"UNDP","2018","7147628","7,147,628","Venezuela (Bolivarian Republic of)"
"WHO","2018","7143350","7,143,350","China"
"FAO","2018","7031624.34","7,031,624","Samoa"
"PAHO","2018","6999113","6,999,113","Ecuador"
"FAO","2018","6980741.09","6,980,741","Gambia (the)"
"UNFPA","2018","6948168.55","6,948,169","Indonesia"
"WHO","2018","6943600","6,943,600","Cambodia"
"WFP","2018","6941270.44","6,941,270","El Salvador"
"UNDP","2018","6938663","6,938,663","Maldives"
"WFP","2018","6894220.73","6,894,221","Guatemala"
"UNWOMEN","2018","6884490.37","6,884,490","Mali"
"UNICEF","2018","6881215.8","6,881,216","Serbia"
"FAO","2018","6879125.05","6,879,125","Niger (the)"
"UNICEF","2018","6872024.57","6,872,025","Djibouti"
"WFP","2018","6871285.18","6,871,285","Lesotho"
"UNWOMEN","2018","6863313.65","6,863,314","Nigeria"
"UNWOMEN","2018","6817838.03","6,817,838","Kenya"
"UNDP","2018","6780801","6,780,801","Mongolia"
"UNOPS","2018","6778872.553","6,778,873","Denmark"
"UNDP","2018","6767577","6,767,577","Jamaica"
"WHO","2018","6726317","6,726,317","Nepal"
"WFP","2018","6723483.54","6,723,484","Djibouti"
"UNIDO","2018","6688296.735","6,688,297","Côte d'Ivoire"
"UNHCR","2018","6687891.762","6,687,892","Bosnia and Herzegovina"
"UNHABITAT","2018","6674968.78","6,674,969","Somalia"
"ILO","2018","6647940","6,647,940","Tunisia"
"FAO","2018","6647895.06","6,647,895","Haiti"
"IOM","2018","6645323","6,645,323","Micronesia (Federated States of)"
"WFP","2018","6620858.61","6,620,859","Guinea-Bissau"
"UNOPS","2018","6567517.225","6,567,517","Tunisia"
"FAO","2018","6557150.56","6,557,151","Burundi"
"PAHO","2018","6535177","6,535,177","Venezuela (Bolivarian Republic of)"
"UNHABITAT","2018","6486244.26","6,486,244","Congo (the Democratic Republic of the)"
"IOM","2018","6475254","6,475,254","Costa Rica"
"ILO","2018","6473426","6,473,426","Pakistan"
"FAO","2018","6461572.52","6,461,573","Palestine, State of"
"UNHABITAT","2018","6437390.99","6,437,391","Pakistan"
"UNICEF","2018","6429961.76","6,429,962","Georgia"
"UNDP","2018","6429960","6,429,960","Guyana"
"ILO","2018","6426661","6,426,661","Ethiopia"
"UNIDO","2018","6419693.564","6,419,694","Iran (Islamic Republic of)"
"IOM","2018","6412256","6,412,256","El Salvador"
"WFP","2018","6412148.04","6,412,148","Ghana"
"IOM","2018","6348425","6,348,425","Sri Lanka"
"ILO","2018","6296270","6,296,270","Timor-Leste"
"UNICEF","2018","6276899.24","6,276,899","Kyrgyzstan"
"UNFPA","2018","6275660.88","6,275,661","Senegal"
"FAO","2018","6247621.52","6,247,622","Iraq"
"UNDP","2018","6246250","6,246,250","Equatorial Guinea"
"ILO","2018","6240240","6,240,240","India"
"ILO","2018","6233692","6,233,692","Cambodia"
"UNHCR","2018","6191942.551","6,191,943","Venezuela (Bolivarian Republic of)"
"WFP","2018","6168587.7","6,168,588","Cuba"
"WHO","2018","6160979","6,160,979","Zambia"
"IOM","2018","6155275","6,155,275","Ghana"
"WHO","2018","6140172","6,140,172","Zimbabwe"
"IOM","2018","6126808","6,126,808","Malaysia"
"UNHCR","2018","6123762.487","6,123,762","Morocco"
"UNHCR","2018","6113075.462","6,113,075","Nepal"
"ILO","2018","6110674","6,110,674","Sri Lanka"
"IOM","2018","6098619","6,098,619","Côte d'Ivoire"
"ILO","2018","6089703","6,089,703","Philippines (the)"
"UNDP","2018","6068589","6,068,589","Sao Tome and Principe"
"ILO","2018","6039725","6,039,725","Brazil"
"WFP","2018","6032974.38","6,032,974","Sri Lanka"
"UNICEF","2018","6018196.26","6,018,196","Cuba"
"FAO","2018","6015179.63","6,015,180","Jamaica"
"IOM","2018","6001295","6,001,295","Finland"
"IOM","2018","6000847","6,000,847","Australia"
"UNFPA","2018","5997231.95","5,997,232","Madagascar"
"IOM","2018","5940807","5,940,807","Macedonia (the former Yugoslav Republic of)"
"UNICEF","2018","5924555.11","5,924,555","Chile"
"UNDP","2018","5915648","5,915,648","Lesotho"
"UNICEF","2018","5876861.86","5,876,862","Namibia"
"PAHO","2018","5863615","5,863,615","Paraguay"
"UNFPA","2018","5765035.98","5,765,036","Lebanon"
"UNFPA","2018","5744566.73","5,744,567","Benin"
"UNHCR","2018","5706935.4","5,706,935","Zimbabwe"
"UNIDO","2018","5702558.106","5,702,558","Morocco"
"UNHABITAT","2018","5696384.18","5,696,384","Syrian Arab Republic"
"UNICEF","2018","5694853.96","5,694,854","Bosnia and Herzegovina"
"WHO","2018","5679452","5,679,452","Thailand"
"UNICEF","2018","5671140.55","5,671,141","Romania"
"UNOPS","2018","5668974.053","5,668,974","Jordan"
"UNHCR","2018","5645025.615","5,645,026","India"
"WHO","2018","5642254","5,642,254","Philippines (the)"
"UNIDO","2018","5621197.795","5,621,198","Iraq"
"UNOPS","2018","5589719.962","5,589,720","Serbia"
"FAO","2018","5572231.45","5,572,231","China"
"UNFPA","2018","5550140.04","5,550,140","Honduras"
"UNDP","2018","5495662","5,495,662","Congo (the)"
"UNHCR","2018","5489287.591","5,489,288","Argentina"
"FAO","2018","5477169.2","5,477,169","Tunisia"
"ILO","2018","5476651","5,476,651","Egypt"
"UNFPA","2018","5465216.32","5,465,216","Burundi"
"IOM","2018","5458810","5,458,810","Russian Federation (the)"
"WHO","2018","5457670","5,457,670","Kyrgyzstan"
"UNICEF","2018","5439813.54","5,439,814","Comoros (the)"
"UNDP","2018","5431732","5,431,732","Cabo Verde"
"UNU","2018","5427588","5,427,588","Netherlands (the)"
"UNICEF","2018","5420733.28","5,420,733","Tunisia"
"UNHCR","2018","5311736.2","5,311,736","Georgia"
"WHO","2018","5303864","5,303,864","Timor-Leste"
"UNFPA","2018","5244146.99","5,244,147","Central African Republic (the)"
"IOM","2018","5238651","5,238,651","Norway"
"IOM","2018","5228835","5,228,835","Panama"
"IOM","2018","5204773","5,204,773","United Kingdom of Great Britain and Northern Ireland (the)"
"UNHCR","2018","5202418.663","5,202,419","Saudi Arabia"
"UNDP","2018","5192040","5,192,040","Namibia"
"FAO","2018","5184322.95","5,184,323","Tanzania, United Republic of"
"UNFPA","2018","5176566.36","5,176,566","Bolivia (Plurinational State of)"
"UNDP","2018","5176080","5,176,080","Trinidad and Tobago"
"FAO","2018","5149737.9","5,149,738","Brazil"
"UNFPA","2018","5148660.15","5,148,660","Philippines (the)"
"FAO","2018","5132787.63","5,132,788","Gabon"
"UNOPS","2018","5117753.967","5,117,754","Liberia"
"ILO","2018","5108934","5,108,934","Zambia"
"UNWOMEN","2018","5105963.7","5,105,964","Liberia"
"FAO","2018","5065794.55","5,065,795","Sierra Leone"
"UNWOMEN","2018","5026601.48","5,026,601","Uganda"
"IOM","2018","5007314","5,007,314","Mauritania"
"WHO","2018","4982322","4,982,322","Côte d'Ivoire"
"UNOPS","2018","4977038.448","4,977,038","Belgium"
"UNWOMEN","2018","4971622.89","4,971,623","Tanzania, United Republic of"
"UNIDO","2018","4968988.497","4,968,988","Tunisia"
"UNHCR","2018","4935257.276","4,935,257","Indonesia"
"UN","2018","4928376.8","4,928,377","Chad"
"UNFPA","2018","4873432.4","4,873,432","Ghana"
"UNICEF","2018","4867077.75","4,867,078","Iran (Islamic Republic of)"
"UNFPA","2018","4863066.44","4,863,066","Palestine, State of"
"IOM","2018","4859048","4,859,048","Gambia (the)"
"UNOPS","2018","4835919.35","4,835,919","Western Sahara"
"IOM","2018","4805232","4,805,232","Rwanda"
"UNICEF","2018","4739897.31","4,739,897","Venezuela (Bolivarian Republic of)"
"IOM","2018","4738171","4,738,171","Cameroon"
"IOM","2018","4736443","4,736,443","Djibouti"
"UN","2018","4722268.02","4,722,268","Haiti"
"WHO","2018","4675810","4,675,810","Burkina Faso"
"PAHO","2018","4656126","4,656,126","Argentina"
"UNICEF","2018","4640174.74","4,640,175","Mongolia"
"ILO","2018","4624751","4,624,751","Haiti"
"IOM","2018","4622036","4,622,036","Chad"
"UNWOMEN","2018","4605430.51","4,605,431","Ethiopia"
"PAHO","2018","4604293","4,604,293","Nicaragua"
"UNOPS","2018","4603999.657","4,604,000","Honduras"
"FAO","2018","4581737.05","4,581,737","Philippines (the)"
"UNOPS","2018","4577988.238","4,577,988","Niger (the)"
"UNICEF","2018","4570728.11","4,570,728","Paraguay"
"UNHABITAT","2018","4566414.19","4,566,414","Myanmar"
"FAO","2018","4559738.29","4,559,738","Angola"
"UN","2018","4558306.0200000005","4,558,306","Senegal"
"IOM","2018","4544733","4,544,733","Kosovo"
"IOM","2018","4537907","4,537,907","Chile"
"WHO","2018","4525205","4,525,205","Ghana"
"UNHCR","2018","4525144.266","4,525,144","Russian Federation (the)"
"UNWOMEN","2018","4504334.3","4,504,334","Palestine, State of"
"FAO","2018","4489103.3","4,489,103","Nepal"
"UN","2018","4486206.55","4,486,207","Cameroon"
"UNIDO","2018","4480423.039","4,480,423","Viet Nam"
"ILO","2018","4454671","4,454,671","Mauritania"
"UNU","2018","4448399","4,448,399","Macao"
"WHO","2018","4448258","4,448,258","Korea (the Democratic People's Republic of)"
"UNWOMEN","2018","4441972.75","4,441,973","Iraq"
"UNFPA","2018","4420084.29","4,420,084","Papua New Guinea"
"ILO","2018","4418636","4,418,636","South Africa"
"UNHCR","2018","4405857.47","4,405,857","Trinidad and Tobago"
"UNICEF","2018","4396029.73","4,396,030","Uruguay"
"UNDP","2018","4387306","4,387,306","Vanuatu"
"UNWOMEN","2018","4386365.1","4,386,365","Egypt"
"WFP","2018","4377776.06","4,377,776","Angola"
"IOM","2018","4373217","4,373,217","Papua New Guinea"
"WHO","2018","4354757","4,354,757","South Africa"
"WFP","2018","4351237.59","4,351,238","Iran (Islamic Republic of)"
"UNFPA","2018","4332436.07","4,332,436","Ukraine"
"UNIDO","2018","4318810.808","4,318,811","South Sudan"
"UNICEF","2018","4312093.98","4,312,094","Eswatini"
"UN","2018","4307573.51","4,307,574","Guatemala"
"ILO","2018","4295410","4,295,410","Mozambique"
"UNWOMEN","2018","4294669.04","4,294,669","South Sudan"
"FAO","2018","4294209.11","4,294,209","Ecuador"
"UNICEF","2018","4291253.64","4,291,254","Bhutan"
"UN","2018","4265515.97","4,265,516","Libya"
"ILO","2018","4262921","4,262,921","Ukraine"
"UNFPA","2018","4259718.5","4,259,719","Libya"
"ILO","2018","4227880","4,227,880","Uzbekistan"
"FAO","2018","4192651.98","4,192,652","Lao People's Democratic Republic (the)"
"UNICEF","2018","4142142.77","4,142,143","Saudi Arabia"
"FAO","2018","4139947.51","4,139,948","United States of America (the)"
"UNU","2018","4139491","4,139,491","United States of America (the)"
"WFP","2018","4130570.08","4,130,570","Peru"
"FAO","2018","4105267.8","4,105,268","Honduras"
"FAO","2018","4104335.59","4,104,336","Mauritania"
"UNHCR","2018","4101298.039","4,101,298","Ghana"
"ILO","2018","4095194","4,095,194","China"
"UNU","2018","4074740","4,074,740","Malaysia"
"UNICEF","2018","4073095.11","4,073,095","Kazakhstan"
"FAO","2018","4070274.96","4,070,275","Morocco"
"UNIDO","2018","4057492.202","4,057,492","Colombia"
"UNFPA","2018","4039864.64","4,039,865","Angola"
"PAHO","2018","4034130","4,034,130","Mexico"
"ILO","2018","4033257","4,033,257","Palestine, State of"
"IOM","2018","4022189","4,022,189","Ecuador"
"UNHCR","2018","4020671.831","4,020,672","Hungary"
"UNHCR","2018","4016297.873","4,016,298","Peru"
"UNICEF","2018","4011406.08","4,011,406","Guyana"
"WHO","2018","4005908","4,005,908","Rwanda"
"UNHCR","2018","3993832.435","3,993,832","Tunisia"
"PAHO","2018","3993231","3,993,231","Uruguay"
"WFP","2018","3984989.5","3,984,990","Armenia"
"UNICEF","2018","3976772.19","3,976,772","Algeria"
"UNIDO","2018","3942667.065","3,942,667","Egypt"
"UNDP","2018","3940998","3,940,998","Suriname"
"UNIDO","2018","3940595.329","3,940,595","Cambodia"
"UNHCR","2018","3936215.182","3,936,215","Sweden"
"UNIDO","2018","3933775.521","3,933,776","Indonesia"
"UNDP","2018","3918738","3,918,738","Bahrain"
"UNCDF","2018","3906331.18","3,906,331","Nepal"
"UN","2018","3906214.1599999997","3,906,214","Panama"
"UNICEF","2018","3892624.58","3,892,625","Croatia"
"IOM","2018","3878068","3,878,068","Sierra Leone"
"WHO","2018","3868238","3,868,238","Mauritania"
"ILO","2018","3867139","3,867,139","Lao People's Democratic Republic (the)"
"ILO","2018","3860981","3,860,981","Madagascar"
"WHO","2018","3852090","3,852,090","Congo (the)"
"FAO","2018","3851476.56","3,851,477","Cameroon"
"UNHCR","2018","3846722.37","3,846,722","Mozambique"
"UN","2018","3837711.87","3,837,712","Turkmenistan"
"UNICEF","2018","3833754.07","3,833,754","El Salvador"
"WHO","2018","3832864","3,832,864","Solomon Islands"
"UNICEF","2018","3820692.02","3,820,692","Bulgaria"
"FAO","2018","3819810.74","3,819,811","Côte d'Ivoire"
"UNWOMEN","2018","3818638.77","3,818,639","Cameroon"
"UNWOMEN","2018","3802601.58","3,802,602","Bangladesh"
"IOM","2018","3786449","3,786,449","Burkina Faso"
"UNICEF","2018","3781442.15","3,781,442","Dominican Republic (the)"
"FAO","2018","3758124.97","3,758,125","Sri Lanka"
"ILO","2018","3756701","3,756,701","Afghanistan"
"PAHO","2018","3737821","3,737,821","Cuba"
"ICAO","2018","3710860.945","3,710,861","Namibia"
"UNFPA","2018","3708628.54","3,708,629","Lao People's Democratic Republic (the)"
"UNWOMEN","2018","3702755.38","3,702,755","Georgia"
"UNOPS","2018","3702146.912","3,702,147","Libya"
"UNICEF","2018","3695180.45","3,695,180","Equatorial Guinea"
"FAO","2018","3674488.15","3,674,488","Mongolia"
"UNIDO","2018","3671172.752","3,671,173","Turkey"
"FAO","2018","3664233.09","3,664,233","South Africa"
"FAO","2018","3650407.23","3,650,407","Cambodia"
"UNICEF","2018","3636619.57","3,636,620","Kosovo"
"UNFPA","2018","3615971.65","3,615,972","Rwanda"
"ILO","2018","3612935","3,612,935","Cameroon"
"FAO","2018","3609174.26","3,609,174","Lesotho"
"WHO","2018","3602820","3,602,820","Benin"
"UNICEF","2018","3579578.63","3,579,579","Macedonia (the former Yugoslav Republic of)"
"UN","2018","3561651.7500000005","3,561,652","Niger (the)"
"WFP","2018","3561000.981","3,561,001","Gambia (the)"
"FAO","2018","3560298.7","3,560,299","Guatemala"
"UN","2018","3555573.6599999997","3,555,574","Uganda"
"UNWOMEN","2018","3555091.21","3,555,091","Nepal"
"UNIDO","2018","3527104.323","3,527,104","Sudan (the)"
"UNDP","2018","3519010","3,519,010","Korea (the Democratic People's Republic of)"
"UNWOMEN","2018","3509145.39","3,509,145","India"
"UNDP","2018","3502077","3,502,077","Belize"
"WHO","2018","3500125","3,500,125","Egypt"
"FAO","2018","3497970.4","3,497,970","Zambia"
"WHO","2018","3438035","3,438,035","Tajikistan"
"UNHCR","2018","3416888.71","3,416,889","United Arab Emirates (the)"
"ILO","2018","3406548","3,406,548","Mexico"
"UNOPS","2018","3405230.633","3,405,231","Guinea"
"WFP","2018","3395517.04","3,395,517","Eswatini"
"ILO","2018","3391791","3,391,791","Central African Republic (the)"
"UNICEF","2018","3384425.52","3,384,426","Armenia"
"UNICEF","2018","3383728.18","3,383,728","Moldova (the Republic of)"
"FAO","2018","3377133.28","3,377,133","Jordan"
"UNHCR","2018","3376006.292","3,376,006","Eritrea"
"UNICEF","2018","3374242.11","3,374,242","Nicaragua"
"UNDP","2018","3368875","3,368,875","Seychelles"
"UNFPA","2018","3363264.18","3,363,264","Viet Nam"
"PAHO","2018","3361270","3,361,270","Guyana"
"PAHO","2018","3346145","3,346,145","El Salvador"
"UNFPA","2018","3344908.58","3,344,909","Togo"
"UNOPS","2018","3308216.277","3,308,216","Thailand"
"IOM","2018","3296562","3,296,562","Honduras"
"UNOPS","2018","3289537.485","3,289,537","Paraguay"
"UNWOMEN","2018","3280412.85","3,280,413","Pakistan"
"UNDP","2018","3278231","3,278,231","Sint Maarten (Dutch part)"
"ILO","2018","3268190","3,268,190","Côte d'Ivoire"
"UNWOMEN","2018","3266013.23","3,266,013","Malawi"
"IOM","2018","3261937","3,261,937","Cambodia"
"UNOPS","2018","3260625.173","3,260,625","Uganda"
"UNFPA","2018","3251693.24","3,251,693","Mexico"
"UNFPA","2018","3250677.17","3,250,677","Brazil"
"UNOPS","2018","3248704.405","3,248,704","Indonesia"
"UNCDF","2018","3245848.94","3,245,849","Uganda"
"UNIDO","2018","3240993.225","3,240,993","South Africa"
"ICAO","2018","3240426.542","3,240,427","Saudi Arabia"
"UNDP","2018","3216684","3,216,684","United Arab Emirates (the)"
"WHO","2018","3216315","3,216,315","Serbia"
"PAHO","2018","3215803","3,215,803","Panama"
"WHO","2018","3211417","3,211,417","Uzbekistan"
"UNDP","2018","3209752","3,209,752","Eswatini"
"ILO","2018","3207470","3,207,470","Peru"
"WHO","2018","3194736","3,194,736","Malawi"
"UNICEF","2018","3193828.35","3,193,828","Montenegro"
"UN","2018","3180103.29","3,180,103","Cyprus"
"UNCDF","2018","3175675.28","3,175,675","Thailand"
"UNWOMEN","2018","3153286.27","3,153,286","Ukraine"
"FAO","2018","3149308.8","3,149,309","Cabo Verde"
"UNHCR","2018","3125817.563","3,125,818","France"
"FAO","2018","3107740.41","3,107,740","Timor-Leste"
"UNWOMEN","2018","3105138.65","3,105,139","Congo (the Democratic Republic of the)"
"ILO","2018","3095713","3,095,713","Argentina"
"UNICEF","2018","3083747.9","3,083,748","Albania"
"IOM","2018","3082788","3,082,788","Mozambique"
"UNHCR","2018","3078999.526","3,079,000","China"
"WHO","2018","3077707","3,077,707","Russian Federation (the)"
"UNHCR","2018","3059174.719","3,059,175","Japan"
"UNHCR","2018","3048704.862","3,048,705","Azerbaijan"
"WHO","2018","3048546","3,048,546","Burundi"
"WFP","2018","3045478.14","3,045,478","India"
"UNIDO","2018","3034419.897","3,034,420","Thailand"
"UNIDO","2018","3028672.563","3,028,673","Uruguay"
"IOM","2018","3018202","3,018,202","Zambia"
"UNIDO","2018","3011489.71","3,011,490","Ghana"
"UNICEF","2018","3010459.14","3,010,459","Belarus"
"WFP","2018","2990000.34","2,990,000","Ukraine"
"ILO","2018","2985348","2,985,348","Algeria"
"FAO","2018","2976189.45","2,976,189","Kyrgyzstan"
"UNICEF","2018","2975666.55","2,975,667","Jamaica"
"UNWOMEN","2018","2970726.09","2,970,726","Lebanon"
"UNICEF","2018","2968092.34","2,968,092","Gabon"
"UNWOMEN","2018","2967239.95","2,967,240","Morocco"
"FAO","2018","2960394.76","2,960,395","Guinea"
"UNICEF","2018","2958876.58","2,958,877","Botswana"
"UNHCR","2018","2954368.255","2,954,368","Albania"
"ILO","2018","2944403","2,944,403","Morocco"
"WFP","2018","2943924.02","2,943,924","Papua New Guinea"
"ILO","2018","2939693","2,939,693","Tanzania, United Republic of"
"UNDP","2018","2937810","2,937,810","Tuvalu"
"FAO","2018","2936709.24","2,936,709","Liberia"
"UNWOMEN","2018","2936261.92","2,936,262","Mozambique"
"UNHABITAT","2018","2904791.49","2,904,791","Mexico"
"UNHCR","2018","2897692.992","2,897,693","Macedonia (the former Yugoslav Republic of)"
"UNHABITAT","2018","2876004.69","2,876,005","Libya"
"UNHCR","2018","2870357.822","2,870,358","Dominican Republic (the)"
"UNICEF","2018","2867074.22","2,867,074","Turkmenistan"
"UNHCR","2018","2830598.006","2,830,598","Kosovo"
"UNFPA","2018","2829581.04","2,829,581","Congo (the)"
"UNHCR","2018","2827630.541","2,827,631","Western Sahara"
"UNEP","2018","2822849.37","2,822,849","Madagascar"
"UNFPA","2018","2816351.73","2,816,352","China"
"UNICEF","2018","2815996.97","2,815,997","Panama"
"UNWOMEN","2018","2797764.22","2,797,764","Brazil"
"ILO","2018","2795211","2,795,211","Somalia"
"WFP","2018","2794872.03","2,794,872","Indonesia"
"UNHCR","2018","2793852.223","2,793,852","Spain"
"UNHCR","2018","2788832.729","2,788,833","Israel"
"FAO","2018","2787197.93","2,787,198","Djibouti"
"UNFPA","2018","2784896.44","2,784,896","South Africa"
"IOM","2018","2777567","2,777,567","Moldova (the Republic of)"
"ILO","2018","2765884","2,765,884","Thailand"
"UN","2018","2763460.1799999997","2,763,460","Egypt"
"UNIDO","2018","2762188.1","2,762,188","Pakistan"
"UNOPS","2018","2749327.88","2,749,328","China"
"UNICEF","2018","2723936.09","2,723,936","Costa Rica"
"UNIDO","2018","2712251.888","2,712,252","Ukraine"
"ILO","2018","2710622","2,710,622","Zimbabwe"
"IOM","2018","2709349","2,709,349","Guyana"
"UNFPA","2018","2690387.21","2,690,387","Equatorial Guinea"
"IOM","2018","2688869","2,688,869","Azerbaijan"
"UNIDO","2018","2687714.721","2,687,715","Armenia"
"UN","2018","2685562.15","2,685,562","Guinea"
"ILO","2018","2684359","2,684,359","Malawi"
"IOM","2018","2672096","2,672,096","Mexico"
"UNDP","2018","2668859","2,668,859","Gabon"
"UNCDF","2018","2660492.93","2,660,493","Fiji"
"UNHCR","2018","2658275.94","2,658,276","Philippines (the)"
"UNFPA","2018","2653210.79","2,653,211","Mongolia"
"FAO","2018","2645517.93","2,645,518","Iran (Islamic Republic of)"
"IOM","2018","2645235","2,645,235","Tunisia"
"UNICEF","2018","2642752.19","2,642,752","Azerbaijan"
"UNHCR","2018","2639584.267","2,639,584","Kazakhstan"
"FAO","2018","2627690.49","2,627,690","Argentina"
"UNHABITAT","2018","2627000.67","2,627,001","Sudan (the)"
"UNWOMEN","2018","2621949.79","2,621,950","Mexico"
"UN","2018","2620028.64","2,620,029","Honduras"
"FAO","2018","2596329.39","2,596,329","Madagascar"
"UNU","2018","2592935","2,592,935","Ghana"
"UNOPS","2018","2589070.03","2,589,070","Bangladesh"
"WHO","2018","2584023","2,584,023","Mongolia"
"IOM","2018","2556853","2,556,853","Kazakhstan"
"FAO","2018","2555306.75","2,555,307","El Salvador"
"UNOPS","2018","2523438.486","2,523,438","Brazil"
"UNWOMEN","2018","2522130.6","2,522,131","Turkey"
"IOM","2018","2515840","2,515,840","Zimbabwe"
"UNHCR","2018","2505303.638","2,505,304","Sri Lanka"
"UN","2018","2504942.68","2,504,943","Philippines (the)"
"UNWOMEN","2018","2483644.47","2,483,644","Rwanda"
"UNIDO","2018","2471273.033","2,471,273","Senegal"
"UNHABITAT","2018","2465655.7","2,465,656","Kenya"
"UNICEF","2018","2464121.61","2,464,122","Belize"
"UNHCR","2018","2463407.879","2,463,408","Germany"
"UNAIDS","2018","2457918","2,457,918","Nigeria"
"ILO","2018","2446062","2,446,062","Sao Tome and Principe"
"FAO","2018","2440447.66","2,440,448","Georgia"
"UNHABITAT","2018","2433579.47","2,433,579","Lebanon"
"IOM","2018","2429507","2,429,507","Bulgaria"
"UNICEF","2018","2426260.09","2,426,260","Maldives"
"UNOPS","2018","2421749.685","2,421,750","Guinea-Bissau"
"IOM","2018","2419673","2,419,673","Tajikistan"
"ICC","2018","2393592.466","2,393,592","Congo (the Democratic Republic of the)"
"IOM","2018","2390697","2,390,697","Georgia"
"UNIDO","2018","2380706.823","2,380,707","Mexico"
"UNFPA","2018","2379906.12","2,379,906","Timor-Leste"
"UNIDO","2018","2377787.352","2,377,787","Somalia"
"UNFPA","2018","2375566.17","2,375,566","Cambodia"
"FAO","2018","2369378.74","2,369,379","Rwanda"
"UNHABITAT","2018","2365580.93","2,365,581","Palestine, State of"
"UN","2018","2359231.9499999997","2,359,232","Mexico"
"ILO","2018","2336028","2,336,028","Qatar"
"WHO","2018","2329966","2,329,966","Eritrea"
"IOM","2018","2304760","2,304,760","Syrian Arab Republic"
"UNHCR","2018","2304674.932","2,304,675","Bulgaria"
"UNIDO","2018","2292920.34","2,292,920","Tanzania, United Republic of"
"FAO","2018","2290827.15","2,290,827","Cuba"
"UNAIDS","2018","2279608","2,279,608","Myanmar"
"UNHCR","2018","2278157.568","2,278,158","Armenia"
"UNFPA","2018","2273338.38","2,273,338","Mauritania"
