"agency","Year","Amount","Expenditure","country"
"UNDP","2017","7665477","7,665,477","Montenegro"
"IOM","2017","7654021","7,654,021","Burundi"
"UNWOMEN","2017","7645129.08","7,645,129","Kenya"
"WHO","2017","7644920","7,644,920","Ukraine"
"IOM","2017","7617398","7,617,398","Finland"
"ILO","2017","7605199","7,605,199","Lebanon"
"UNDP","2017","7546858","7,546,858","Cyprus"
"UNICEF","2017","7525644","7,525,644","Serbia"
"WHO","2017","7485796","7,485,796","Tanzania, United Republic of"
"UNOPS","2017","7476762","7,476,762","Panama"
"IOM","2017","7468440","7,468,440","Russian Federation"
"UNDP","2017","7444747","7,444,747","Mauritius"
"UNDP","2017","7402965","7,402,965","Thailand"
"UN","2017","7361911.58","7,361,912","Ukraine"
"IOM","2017","7344314","7,344,314","Macedonia (the former Yugoslav Republic of)"
"UNFPA","2017","7335288.5200000005","7,335,289","Arab States"
"IOM","2017","7328658","7,328,658","Norway"
"FAO","2017","7316961.42","7,316,961","Turkey"
"ILO","2017","7312577","7,312,577","Myanmar"
"FAO","2017","7280928.78","7,280,929","Indonesia"
"WFP","2017","7280239.62","7,280,240","Guinea-Bissau"
"UNFPA","2017","7215373.28","7,215,373","Lebanon"
"UNWOMEN","2017","7145287.821","7,145,288","Egypt"
"UNWOMEN","2017","7124170.38","7,124,170","Arab States"
"FAO","2017","7108938.64","7,108,939","Myanmar"
"IOM","2017","7090711","7,090,711","Serbia"
"FAO","2017","7075662.17","7,075,662","Burundi"
"IOM","2017","7049490","7,049,490","Sri Lanka"
"ILO","2017","7047180","7,047,180","Viet Nam"
"FAO","2017","7030303.58","7,030,304","Mali"
"UNFPA","2017","6960682.1","6,960,682","Chad"
"WHO","2017","6952091","6,952,091","Occupied Palestinian Territory"
"UNFPA","2017","6909000.8","6,909,001","Pakistan"
"UNHCR","2017","6905079.29","6,905,079","India"
"WHO","2017","6878723","6,878,723","Libya"
"UNFPA","2017","6840765.05","6,840,765","India"
"UNHCR","2017","6797798.888","6,797,799","Nepal"
"WFP","2017","6779372.84","6,779,373","Gambia"
"UNICEF","2017","6779145","6,779,145","Malaysia"
"UNWOMEN","2017","6751278.8","6,751,279","Nigeria"
"WFP","2017","6742226.07","6,742,226","Ecuador"
"UNFPA","2017","6738044.74","6,738,045","Nepal"
"WFP","2017","6712505.52","6,712,506","Libya"
"WHO","2017","6684417","6,684,417","Mozambique"
"UNIDO","2017","6680454.438","6,680,454","Egypt"
"IOM","2017","6638266","6,638,266","Viet Nam"
"WHO","2017","6609897","6,609,897","Zambia"
"FAO","2017","6602195.52","6,602,196","Malaysia"
"UNFPA","2017","6561151.33","6,561,151","Cameroon"
"UNFPA","2017","6554561.97","6,554,562","Guinea"
"UNDP","2017","6550582","6,550,582","Trinidad and Tobago"
"UNDP","2017","6531589","6,531,589","Mongolia"
"UNFPA","2017","6525710.49","6,525,710","Mali"
"UNDP","2017","6512913","6,512,913","Solomon Islands"
"WFP","2017","6507113.84","6,507,114","Benin"
"UNFPA","2017","6499438.05","6,499,438","Madagascar"
"WHO","2017","6478717","6,478,717","Philippines"
"UNFPA","2017","6459161.19","6,459,161","Burundi"
"UNOPS","2017","6448600","6,448,600","Costa Rica"
"UNHCR","2017","6441075.236","6,441,075","Costa Rica"
"UNICEF","2017","6410849","6,410,849","Honduras"
"WHO","2017","6404487","6,404,487","Lebanon"
"UNIDO","2017","6396191.878","6,396,192","Iraq"
"UNICEF","2017","6354198","6,354,198","Djibouti"
"UNIDO","2017","6310721.787","6,310,722","Mexico"
"UNICEF","2017","6297351","6,297,351","Uzbekistan"
"UNCDF","2017","6290600","6,290,600","Somalia"
"IOM","2017","6277198","6,277,198","Ghana"
"IOM","2017","6250705","6,250,705","Malaysia"
"UNDP","2017","6249896","6,249,896","Jamaica"
"UNIDO","2017","6247240.216","6,247,240","Ethiopia"
"UNHCR","2017","6226564.942","6,226,565","Malawi"
"UNWOMEN","2017","6211969.03","6,211,969","Fiji"
"UNDP","2017","6176703","6,176,703","Russian Federation"
"UNDP","2017","6135959","6,135,959","Mauritania"
"UNDP","2017","6111276","6,111,276","Venezuela (Bolivarian Republic of)"
"UNOPS","2017","6109688","6,109,688","Italy"
"UNICEF","2017","6087268","6,087,268","Namibia"
"ILO","2017","6081088","6,081,088","Indonesia"
"IOM","2017","6026150","6,026,150","Papua New Guinea"
"UNHCR","2017","6011817.83","6,011,818","Zimbabwe"
"WHO","2017","5938519","5,938,519","Côte d'Ivoire"
"UNWOMEN","2017","5889630.66","5,889,631","Colombia"
"UNICEF","2017","5832960","5,832,960","Georgia"
"UNWOMEN","2017","5813616.2","5,813,616","Uganda"
"UNICEF","2017","5802935","5,802,935","Comoros"
"UNICEF","2017","5790310","5,790,310","Morocco"
"UNDP","2017","5773484","5,773,484","Lesotho"
"UN","2017","5762552.44","5,762,552","Philippines"
"FAO","2017","5757856.59","5,757,857","Lebanon"
"UNICEF","2017","5734694","5,734,694","Romania"
"UNWOMEN","2017","5714194.54","5,714,195","Congo (the Democratic Republic of the)"
"UN","2017","5674158.63","5,674,159","Peru"
"UN-HABITAT","2017","5658366.45","5,658,366","Syrian Arab Republic"
"UNIDO","2017","5640420.669","5,640,421","Morocco"
"UN-HABITAT","2017","5638992.63","5,638,993","Sri Lanka"
"FAO","2017","5633522.22","5,633,522","Niger"
"UNDP","2017","5625771","5,625,771","Congo"
"UNOPS","2017","5625260","5,625,260","Saint Lucia"
"UNWOMEN","2017","5578254.884","5,578,255","Mali"
"UNDP","2017","5569142","5,569,142","Guyana"
"UNOPS","2017","5545718","5,545,718","Tunisia"
"UNDP","2017","5527414","5,527,414","United Arab Emirates"
"UNHCR","2017","5520824.252","5,520,824","Morocco"
"UNDP","2017","5509215","5,509,215","Algeria"
"IOM","2017","5499759","5,499,759","Ecuador"
"UNFPA","2017","5489398.36","5,489,398","Haiti"
"UNDP","2017","5460027","5,460,027","Botswana"
"UNHCR","2017","5450382.985","5,450,383","Réunion"
"UNFPA","2017","5439865.16","5,439,865","Malawi"
"UN","2017","5425041.24","5,425,041","Senegal"
"IOM","2017","5387479","5,387,479","Morocco"
"WHO","2017","5372776","5,372,776","Timor-Leste"
"UN","2017","5360930.7","5,360,931","Nepal"
"UNFPA","2017","5348472.83","5,348,473","Indonesia"
"UNOPS","2017","5344041","5,344,041","Argentina"
"UNICEF","2017","5340905","5,340,905","Gambia"
"IOM","2017","5319578","5,319,578","Australia"
"UNDP","2017","5280589","5,280,589","Maldives"
"UNDP","2017","5275422","5,275,422","Democratic People's Republic of Korea"
"IOM","2017","5267938","5,267,938","Guinea"
"IOM","2017","5259873","5,259,873","Chile"
"UNOPS","2017","5256611","5,256,611","Colombia"
"FAO","2017","5254800.24","5,254,800","Chad"
"UNICEF","2017","5227549","5,227,549","Cuba"
"UNHCR","2017","5198200.377","5,198,200","Ghana"
"IOM","2017","5171381","5,171,381","Costa Rica"
"UNWOMEN","2017","5169642.58","5,169,643","Occupied Palestinian Territory"
"FAO","2017","5167983.39","5,167,983","Mozambique"
"WHO","2017","5152023","5,152,023","Sri Lanka"
"UNICEF","2017","5096096","5,096,096","Swaziland"
"UNAIDS","2017","5067709","5,067,709","Myanmar"
"UNDP","2017","5015783","5,015,783","Equatorial Guinea"
"FAO","2017","5010688.57","5,010,689","Mongolia"
"UNIDO","2017","4984192.894","4,984,193","Tunisia"
"FAO","2017","4966676.35","4,966,676","Angola"
"UNICEF","2017","4953049","4,953,049","Kyrgyzstan"
"IOM","2017","4952252","4,952,252","Mali"
"UNICEF","2017","4910279","4,910,279","Bhutan"
"WHO","2017","4900913","4,900,913","Zimbabwe"
"UNWOMEN","2017","4871821.54","4,871,822","Jordan"
"UN-HABITAT","2017","4819713.21","4,819,713","Somalia"
"UNWOMEN","2017","4799081.948","4,799,082","South Sudan"
"FAO","2017","4783945.29","4,783,945","Nepal"
"WHO","2017","4762408","4,762,408","Malawi"
"UNFPA","2017","4743426.62","4,743,427","Occupied Palestinian Territory"
"FAO","2017","4729700.87","4,729,701","Madagascar"
"UNICEF","2017","4725715","4,725,715","Iran (Islamic Republic of)"
"WHO","2017","4704448","4,704,448","Burundi"
"WFP","2017","4690257.53","4,690,258","El Salvador"
"FAO","2017","4684711.91","4,684,712","Tanzania, United Republic of"
"ILO","2017","4659119","4,659,119","Haiti"
"UNICEF","2017","4624088","4,624,088","Mongolia"
"WFP","2017","4619465.42","4,619,465","Angola"
"WHO","2017","4608864","4,608,864","Benin"
"IOM","2017","4590709","4,590,709","Panama"
"IOM","2017","4575029","4,575,029","Georgia"
"UNU","2017","4571285","4,571,285","Netherlands"
"UNICEF","2017","4569755","4,569,755","Bosnia and Herzegovina"
"UNOPS","2017","4565612","4,565,612","Western Sahara"
"UNHCR","2017","4564256.474","4,564,256","Russian Federation"
"UNWOMEN","2017","4544285.69","4,544,286","Tanzania, United Republic of"
"UNWOMEN","2017","4518416.14","4,518,416","India"
"UNICEF","2017","4500847","4,500,847","Kazakhstan"
"UNFPA","2017","4499773.49","4,499,773","Philippines"
"UNHCR","2017","4496199.105","4,496,199","Saudi Arabia"
"UNFPA","2017","4450428.02","4,450,428","Senegal"
"UNWOMEN","2017","4444968.42","4,444,968","Iraq"
"UN","2017","4396804.88","4,396,805","Viet Nam"
"UNOPS","2017","4392400","4,392,400","Ethiopia"
"UNHCR","2017","4360400.618","4,360,401","Argentina"
"UNOPS","2017","4334809","4,334,809","Grenada"
"ILO","2017","4324722","4,324,722","Timor-Leste"
"UNHCR","2017","4322717.142","4,322,717","Indonesia"
"UNFPA","2017","4300398.11","4,300,398","Angola"
"IOM","2017","4297690","4,297,690","Rwanda"
"ILO","2017","4291215","4,291,215","Egypt"
"UNIDO","2017","4283431.382","4,283,431","Turkey"
"UNICEF","2017","4269275","4,269,275","Armenia"
"FAO","2017","4255996.34","4,255,996","Gambia"
"ICAO","2017","4253695.524","4,253,696","Saudi Arabia"
"FAO","2017","4248106.74","4,248,107","United States of America"
"ILO","2017","4247348","4,247,348","Zambia"
"UNFPA","2017","4235402.6","4,235,403","Central African Republic"
"UNICEF","2017","4226312","4,226,312","Uruguay"
"UNOPS","2017","4225904","4,225,904","Paraguay"
"UNWOMEN","2017","4221982.21","4,221,982","Liberia"
"ILO","2017","4199059","4,199,059","Cambodia"
"UNFPA","2017","4195906.78","4,195,907","Papua New Guinea"
"IOM","2017","4195862","4,195,862","Chad"
"UNICEF","2017","4162683","4,162,683","Venezuela (Bolivarian Republic of)"
"WHO","2017","4161972","4,161,972","Solomon Islands"
"UN","2017","4101693.79","4,101,694","Guatemala"
"UNOPS","2017","4089732","4,089,732","Liberia"
"UNHCR","2017","4055167.068","4,055,167","Brazil"
"UNHCR","2017","4013235.278","4,013,235","Venezuela (Bolivarian Republic of)"
"UNDP","2017","4007620","4,007,620","Barbados"
"UNIDO","2017","4003397.541","4,003,398","Viet Nam"
"UNICEF","2017","3999306","3,999,306","Equatorial Guinea"
"UNHCR","2017","3995153.091","3,995,153","Eritrea"
"UNDP","2017","3992251","3,992,251","Swaziland"
"WHO","2017","3989882","3,989,882","Ghana"
"UNICEF","2017","3976576","3,976,576","Dominican Republic"
"UNICEF","2017","3943042","3,943,042","Tunisia"
"UNOPS","2017","3932393","3,932,393","Syrian Arab Republic"
"UNIDO","2017","3908474.27","3,908,474","Indonesia"
"UNIDO","2017","3893970.699","3,893,971","Armenia"
"WHO","2017","3879813","3,879,813","Burkina Faso"
"WHO","2017","3879111","3,879,111","Thailand"
"UNFPA","2017","3875784.2","3,875,784","Rwanda"
"UN","2017","3854062.6700000004","3,854,063","Haiti"
"FAO","2017","3853511.95","3,853,512","Guatemala"
"IOM","2017","3850970","3,850,970","United Kingdom of Great Britain and Northern Ireland"
"UNHCR","2017","3842094.446","3,842,094","Tunisia"
"UNWOMEN","2017","3839578.06","3,839,578","Papua New Guinea"
"UNOPS","2017","3826905","3,826,905","Cambodia"
"UNWOMEN","2017","3824379.32","3,824,379","Nepal"
"ILO","2017","3799139","3,799,139","Ethiopia"
"UNFPA","2017","3794163.19","3,794,163","Egypt"
"UNFPA","2017","3777262.14","3,777,262","Benin"
"UN","2017","3776119.09","3,776,119","Cyprus"
"UNICEF","2017","3755004","3,755,004","Nicaragua"
"UNFPA","2017","3747397.53","3,747,398","Ghana"
"FAO","2017","3739725.94","3,739,726","Zambia"
"UN","2017","3729814.54","3,729,815","Panama"
"WFP","2017","3726086.54","3,726,087","Armenia"
"WFP","2017","3703893.53","3,703,894","Timor-Leste"
"UNFPA","2017","3678402.72","3,678,403","Ukraine"
"UN","2017","3665231.79","3,665,232","Turkmenistan"
"FAO","2017","3664359.11","3,664,359","Senegal"
"UNFPA","2017","3633885.1","3,633,885","Honduras"
"UNIDO","2017","3626367.137","3,626,367","Ukraine"
"ILO","2017","3621289","3,621,289","Turkey"
"FAO","2017","3617413.71","3,617,414","Cambodia"
"UNOPS","2017","3615152","3,615,152","Uruguay"
"IOM","2017","3598071","3,598,071","Honduras"
"UNHCR","2017","3591562.66","3,591,563","Sweden"
"UNDP","2017","3566798","3,566,798","Suriname"
"UNIDO","2017","3549442.352","3,549,442","South Sudan"
"UNICEF","2017","3539048","3,539,048","Paraguay"
"IOM","2017","3521993","3,521,993","Djibouti"
"UNICEF","2017","3514239","3,514,239","Bulgaria"
"WHO","2017","3510359","3,510,359","Congo"
"ILO","2017","3491585","3,491,585","Tunisia"
"UNWOMEN","2017","3484801.908","3,484,802","Cameroon"
"UNFPA","2017","3483725.72","3,483,726","Mongolia"
"UNICEF","2017","3467409","3,467,409","El Salvador"
"UN-HABITAT","2017","3460259.8","3,460,260","Occupied Palestinian Territory"
"UNWOMEN","2017","3440042.77","3,440,043","Ethiopia"
"UNCDF","2017","3427364","3,427,364","Uganda"
"WHO","2017","3414387","3,414,387","Mauritania"
"FAO","2017","3411104.93","3,411,105","Brazil"
"IOM","2017","3392674","3,392,674","Mauritania"
"UNFPA","2017","3389546.66","3,389,547","Bolivia (Plurinational State of)"
"UNICEF","2017","3388741","3,388,741","Kosovo"
"ICC","2017","3383121.864","3,383,122","Congo (the Democratic Republic of the)"
"UNICEF","2017","3381903","3,381,903","Macedonia (the former Yugoslav Republic of)"
"WFP","2017","3378327.35","3,378,327","Iran (Islamic Republic of)"
"FAO","2017","3375813.33","3,375,813","Georgia"
"UNWOMEN","2017","3375174.16","3,375,174","Somalia"
"UNOPS","2017","3368084","3,368,084","Guinea"
"UNFPA","2017","3358997.88","3,358,998","China"
"UNIDO","2017","3338873.275","3,338,873","Pakistan"
"UNICEF","2017","3337751","3,337,751","Guyana"
"UN-HABITAT","2017","3336653.25","3,336,653","Libya"
"UNOPS","2017","3321555","3,321,555","Jordan"
"UNHCR","2017","3312704.81","3,312,705","Mozambique"
"UNCDF","2017","3298207","3,298,207","Thailand"
"WFP","2017","3290699.87","3,290,700","Peru"
"ICAO","2017","3282010.952","3,282,011","Namibia"
"WHO","2017","3280000","3,280,000","Rwanda"
"UNICEF","2017","3273508","3,273,508","Algeria"
"UNHCR","2017","3273390.138","3,273,390","United Arab Emirates"
"UNDP","2017","3270140","3,270,140","Belize"
"UNOPS","2017","3263875","3,263,875","Yemen"
"UNHCR","2017","3254936.541","3,254,937","Sri Lanka"
"UNFPA","2017","3253018.09","3,253,018","Congo"
"WHO","2017","3236435","3,236,435","Maldives"
"FAO","2017","3223650.33","3,223,650","Cameroon"
"UNIDO","2017","3222167.479","3,222,167","Sudan"
"WHO","2017","3195355","3,195,355","Egypt"
"IOM","2017","3169581","3,169,581","Cambodia"
"WHO","2017","3137899","3,137,899","Tajikistan"
"UNOPS","2017","3136606","3,136,606","Libya"
"ILO","2017","3136477","3,136,477","Somalia"
"UNIDO","2017","3126547.486","3,126,547","Colombia"
"UN-HABITAT","2017","3095623.06","3,095,623","Sudan"
"UNHCR","2017","3089421.19","3,089,421","Japan"
"UN-HABITAT","2017","3089114.74","3,089,115","Congo (the Democratic Republic of the)"
"WFP","2017","3085938.05","3,085,938","India"
"ILO","2017","3070368","3,070,368","Malawi"
"UN","2017","3068134.05","3,068,134","Dominica"
"UNICEF","2017","3062335","3,062,335","Gabon"
"WHO","2017","3051924","3,051,924","Jordan"
"UNICEF","2017","3022897","3,022,897","Croatia"
"WHO","2017","3012590","3,012,590","Mongolia"
"UNOPS","2017","3000453","3,000,453","Honduras"
"UNOPS","2017","2998023","2,998,023","Saint Vincent and the Grenadines"
"ILO","2017","2990031","2,990,031","Nepal"
"FAO","2017","2973039.47","2,973,039","Sierra Leone"
"WHO","2017","2971149","2,971,149","Iran (Islamic Republic of)"
"UNHCR","2017","2970349.594","2,970,350","Kazakhstan"
"FAO","2017","2946269.05","2,946,269","Argentina"
"UNICEF","2017","2944562","2,944,562","Albania"
"UNFPA","2017","2944322.78","2,944,323","Togo"
"UNHCR","2017","2931337.749","2,931,338","Israel"
"UNDP","2017","2918385","2,918,385","Bahrain"
"FAO","2017","2906177.51","2,906,178","Saudi Arabia"
"IOM","2017","2880440","2,880,440","Republic of Moldova"
"UNFPA","2017","2878814.19","2,878,814","Mauritania"
"UNWOMEN","2017","2859783.7","2,859,784","Pakistan"
"FAO","2017","2853407.87","2,853,408","Iraq"
"FAO","2017","2851390.86","2,851,391","Timor-Leste"
"UNICEF","2017","2846505","2,846,505","Republic of Moldova"
"UNFPA","2017","2836405.5","2,836,406","Cambodia"
"IOM","2017","2835766","2,835,766","Kosovo"
"UNWOMEN","2017","2833347.01","2,833,347","Morocco"
"UNICEF","2017","2828095","2,828,095","Saudi Arabia"
"WHO","2017","2822231","2,822,231","Uzbekistan"
"FAO","2017","2821888.75","2,821,889","Philippines"
"FAO","2017","2812926.41","2,812,926","Burkina Faso"
"FAO","2017","2804060.91","2,804,061","Sri Lanka"
"UNWOMEN","2017","2804037.96","2,804,038","Lebanon"
"IOM","2017","2802121","2,802,121","Tajikistan"
"IOM","2017","2799769","2,799,769","Kazakhstan"
"FAO","2017","2794181.85","2,794,182","Lesotho"
"WHO","2017","2793597","2,793,597","Senegal"
"IOM","2017","2792346","2,792,346","China"
"IOM","2017","2783954","2,783,954","Bosnia and Herzegovina"
"UNWOMEN","2017","2783114.9","2,783,115","Zimbabwe"
"UNFPA","2017","2774329.1","2,774,329","Lao People's Democratic Republic"
"UNWOMEN","2017","2774239.82","2,774,240","Mexico"
"WHO","2017","2766788","2,766,788","Russian Federation"
"UNOPS","2017","2754398","2,754,398","Tanzania, United Republic of"
"ITU","2017","2752732.106","2,752,732","Brazil"
"IOM","2017","2751094","2,751,094","Mozambique"
"UNHCR","2017","2734450.219","2,734,450","Philippines"
"ILO","2017","2705034","2,705,034","Mozambique"
"WHO","2017","2693090","2,693,090","Bhutan"
"UNFPA","2017","2685651.66","2,685,652","Timor-Leste"
"UNWOMEN","2017","2684202.2","2,684,202","Malawi"
"WHO","2017","2673392","2,673,392","Republic of Moldova"
"UNICEF","2017","2654838","2,654,838","Azerbaijan"
"UN-HABITAT","2017","2647517.84","2,647,518","Egypt"
"UNFPA","2017","2633194.11","2,633,194","Viet Nam"
"IOM","2017","2620224","2,620,224","Mexico"
"ICAO","2017","2602405.7614","2,602,406","Arab States"
"FAO","2017","2580898.62","2,580,899","Ecuador"
"UNICEF","2017","2574648","2,574,648","Chile"
"WHO","2017","2567421","2,567,421","Kyrgyzstan"
"UNICEF","2017","2552909","2,552,909","Jamaica"
"UN","2017","2551256.26","2,551,256","Kazakhstan"
"UN","2017","2538602.6199999996","2,538,603","Mexico"
"UNIDO","2017","2531190.483","2,531,190","Myanmar"
"UNFPA","2017","2527228.65","2,527,229","Brazil"
"IOM","2017","2524500","2,524,500","Zimbabwe"
"ILO","2017","2521765","2,521,765","Algeria"
"UNFPA","2017","2521284.7","2,521,285","Democratic People's Republic of Korea"
"IOM","2017","2519886","2,519,886","Bulgaria"
"WFP","2017","2511723.1","2,511,723","Indonesia"
"WHO","2017","2500731","2,500,731","Equatorial Guinea"
"IOM","2017","2499315","2,499,315","Sierra Leone"
"UN-HABITAT","2017","2485862.92","2,485,863","Saudi Arabia"
"UNWOMEN","2017","2485697.47","2,485,697","Mozambique"
"UNWOMEN","2017","2484449.02","2,484,449","Côte d'Ivoire"
"UNWOMEN","2017","2471930.58","2,471,931","Georgia"
"UNU","2017","2470930","2,470,930","China, Macao Special Administrative Region"
"IOM","2017","2449289","2,449,289","Cameroon"
"UNIDO","2017","2448125.366","2,448,125","Lebanon"
"WHO","2017","2445563","2,445,563","Togo"
"UN","2017","2425285.0399999996","2,425,285","Guinea"
"UNHCR","2017","2420141.404","2,420,141","China"
"UN-HABITAT","2017","2404364.15","2,404,364","Pakistan"
"IOM","2017","2392954","2,392,954","Zambia"
"UNICEF","2017","2387811","2,387,811","Montenegro"
"UNICEF","2017","2373598","2,373,598","Maldives"
"UNIDO","2017","2371078.037","2,371,078","Iran (Islamic Republic of)"
"UNHCR","2017","2361587.49","2,361,587","Australia"
"WHO","2017","2360973","2,360,973","Namibia"
"UN","2017","2357097.27","2,357,097","Mozambique"
"UNOPS","2017","2353606","2,353,606","China, Macao Special Administrative Region"
"UNOPS","2017","2352019","2,352,019","Spain"
"UNFPA","2017","2340321.81","2,340,322","Eritrea"
"FAO","2017","2338424.12","2,338,424","Venezuela (Bolivarian Republic of)"
"FAO","2017","2337200.6","2,337,201","Egypt"
"UN","2017","2312810.92","2,312,811","Antigua and Barbuda"
"UNICEF","2017","2311180","2,311,180","Botswana"
"UNDP","2017","2306138","2,306,138","Gabon"
"UNICEF","2017","2294108","2,294,108","Cabo Verde"
"FAO","2017","2291236.8","2,291,237","Lao People's Democratic Republic"
"UNFPA","2017","2281225.65","2,281,226","Guinea-Bissau"
"UNWOMEN","2017","2276959.8","2,276,960","Bangladesh"
"UNOPS","2017","2266834","2,266,834","Brazil"
"UNWOMEN","2017","2254752.42","2,254,752","Brazil"
"FAO","2017","2253294.23","2,253,294","Bolivia (Plurinational State of)"
"UNWOMEN","2017","2251184.6799999997","2,251,185","Turkey"
"UNCDF","2017","2243257","2,243,257","Fiji"
"ILO","2017","2240289","2,240,289","Pakistan"
"WHO","2017","2237713","2,237,713","Guinea-Bissau"
"ILO","2017","2237323","2,237,323","Madagascar"
"UNAIDS","2017","2230238","2,230,238","Nigeria"
"UNIDO","2017","2229468.683","2,229,469","Peru"
"WHO","2017","2228286","2,228,286","Gabon"
"FAO","2017","2226317.5","2,226,318","Rwanda"
"UNOPS","2017","2225714","2,225,714","Kosovo"
"UNHCR","2017","2203946.452","2,203,946","Guinea"
"UNFPA","2017","2198189.08","2,198,189","Tajikistan"
"UNFPA","2017","2197760.37","2,197,760","Peru"
"UNCDF","2017","2195076","2,195,076","Nepal"
"UNICEF","2017","2190261","2,190,261","Panama"
"UNIDO","2017","2177658.628","2,177,659","Somalia"
"UNICEF","2017","2162762","2,162,762","Costa Rica"
"FAO","2017","2160310.39","2,160,310","Morocco"
"UNOPS","2017","2153945","2,153,945","Thailand"
"WHO","2017","2153513","2,153,513","Vanuatu"
"UNWOMEN","2017","2151302.41","2,151,302","Haiti"
"UN","2017","2145561.94","2,145,562","Honduras"
"FAO","2017","2144753.96","2,144,754","Mauritania"
"UNOPS","2017","2130116","2,130,116","Sri Lanka"
"UNDP","2017","2126917","2,126,917","Cook Islands"
"WFP","2017","2126087.81","2,126,088","Dominican Republic"
"UN-HABITAT","2017","2122689.29","2,122,689","Lebanon"
"UNWOMEN","2017","2118150.223","2,118,150","Burundi"
"FAO","2017","2109050.38","2,109,050","Cuba"
"ILO","2017","2103444","2,103,444","Uzbekistan"
"UNWOMEN","2017","2102417.359","2,102,417","Guatemala"
"IOM","2017","2092761","2,092,761","Spain"
"UNIDO","2017","2089817.302","2,089,817","Thailand"
"UNOPS","2017","2078708","2,078,708","Turkey"
"UNICEF","2017","2069192","2,069,192","Turkmenistan"
"UNFPA","2017","2068531.93","2,068,532","Mexico"
"UNIDO","2017","2066342.434","2,066,342","Tanzania, United Republic of"
"FAO","2017","2059619.8","2,059,620","El Salvador"
"WHO","2017","2040712","2,040,712","Eritrea"
"UNICEF","2017","2029266","2,029,266","Belarus"
"UNICEF","2017","2021605","2,021,605","Belize"
"WHO","2017","2003854","2,003,854","Fiji"
"WFP","2017","1998294.06","1,998,294","Bolivia (Plurinational State of)"
"UNFPA","2017","1997286.65","1,997,287","Equatorial Guinea"
"UNIDO","2017","1989733.872","1,989,734","Jordan"
"UNRISD","2017","1986362","1,986,362","Switzerland"
"UNIDO","2017","1974684.551","1,974,685","Senegal"
"ILO","2017","1974153","1,974,153","Peru"
"ILO","2017","1958890","1,958,890","Sri Lanka"
"UN","2017","1958319.07","1,958,319","Bolivia (Plurinational State of)"
"ILO","2017","1937590","1,937,590","Brazil"
"UNFPA","2017","1932143.73","1,932,144","Iran (Islamic Republic of)"
"UNFPA","2017","1925292.13","1,925,292","El Salvador"
"UN","2017","1919299.06","1,919,299","Zimbabwe"
"UNFPA","2017","1914534.2","1,914,534","Lesotho"
"IOM","2017","1913741","1,913,741","Tunisia"
"UNFPA","2017","1909776.61","1,909,777","Swaziland"
"UNIDO","2017","1909223.369","1,909,223","Liberia"
"WHO","2017","1907455","1,907,455","Djibouti"
"IOM","2017","1893927","1,893,927","Guyana"
"UNFPA","2017","1883335.32","1,883,335","Libya"
"UNIDO","2017","1878435.665","1,878,436","Argentina"
"UNIDO","2017","1877963.432","1,877,963","Uruguay"
"UNWOMEN","2017","1871800.09","1,871,800","Viet Nam"
"ILO","2017","1858332","1,858,332","Afghanistan"
"UNWOMEN","2017","1850462.82","1,850,463","Republic of Moldova"
"UNWOMEN","2017","1846886.53","1,846,887","Ecuador"
"IOM","2017","1829351","1,829,351","Azerbaijan"
"IOM","2017","1829153","1,829,153","Côte d'Ivoire"
"UNU","2017","1827878","1,827,878","Malaysia"
"UNFPA","2017","1820522.11","1,820,522","Uruguay"
"UNHCR","2017","1814627.306","1,814,627","Botswana"
"IOM","2017","1805831","1,805,831","Iran (Islamic Republic of)"
"UNFPA","2017","1798106.92","1,798,107","Gambia"
"ICC","2017","1797450.418","1,797,450","Uganda"
"UNIDO","2017","1796921.29","1,796,921","Madagascar"
"WHO","2017","1793552","1,793,552","Swaziland"
"UN-HABITAT","2017","1792821.57","1,792,822","Kenya"
"WHO","2017","1790212","1,790,212","Morocco"
"UNAIDS","2017","1786895","1,786,895","Zambia"
"UNHCR","2017","1783423.243","1,783,423","Western Sahara"
"UN","2017","1781411.71","1,781,412","Tunisia"
"UNOPS","2017","1775961","1,775,961","Niger"
"ILO","2017","1762964","1,762,964","Morocco"
"UNIDO","2017","1731361.233","1,731,361","Ghana"
"ILO","2017","1729810","1,729,810","Mauritania"
"WHO","2017","1726458","1,726,458","Bosnia and Herzegovina"
"FAO","2017","1724237.47","1,724,237","Peru"
"UNHCR","2017","1721302.172","1,721,302","Canada"
"UNHCR","2017","1714677.901","1,714,678","Tajikistan"
"UNU","2017","1712633","1,712,633","Ghana"
"IOM","2017","1705734","1,705,734","Dominican Republic"
"UNAIDS","2017","1693215","1,693,215","Kenya"
"FAO","2017","1689282.36","1,689,282","Uruguay"
"UNWOMEN","2017","1686558.25","1,686,558","Kyrgyzstan"
"UNWOMEN","2017","1655822.16","1,655,822","Niger"
"WFP","2017","1654991.66","1,654,992","Bhutan"
"UNAIDS","2017","1652994","1,652,994","Tanzania, United Republic of"
"FAO","2017","1652641.51","1,652,642","Democratic People's Republic of Korea"
"FAO","2017","1650717.21","1,650,717","Liechtenstein"
"UNIDO","2017","1629530.955","1,629,531","Bangladesh"
"UNDP","2017","1626624","1,626,624","Croatia"
"WHO","2017","1617744","1,617,744","Greece"
"UNWOMEN","2017","1611835.88","1,611,836","Cambodia"
"UNIDO","2017","1602376.846","1,602,377","Mozambique"
